Episode: 1, v_vector: tensor([[1., 1., 1., 1., 1.]]) 
Episode: 31, v_vector: tensor([[1.0042, 1.0038, 1.0048, 1.0030, 1.0023]]) 
Episode: 32, v_vector: tensor([[1.0043, 1.0039, 1.0049, 1.0029, 1.0022]]) 
Episode: 33, v_vector: tensor([[1.0044, 1.0039, 1.0050, 1.0028, 1.0022]]) 
Episode: 34, v_vector: tensor([[1.0045, 1.0039, 1.0051, 1.0027, 1.0021]]) 
Episode: 35, v_vector: tensor([[1.0046, 1.0038, 1.0052, 1.0025, 1.0019]]) 
Episode: 36, v_vector: tensor([[1.0047, 1.0037, 1.0052, 1.0023, 1.0017]]) 
Episode: 37, v_vector: tensor([[1.0048, 1.0036, 1.0053, 1.0021, 1.0016]]) 
Episode: 38, v_vector: tensor([[1.0049, 1.0035, 1.0053, 1.0019, 1.0014]]) 
Episode: 39, v_vector: tensor([[1.0050, 1.0034, 1.0053, 1.0017, 1.0013]]) 
Episode: 40, v_vector: tensor([[1.0052, 1.0033, 1.0052, 1.0016, 1.0013]]) 
Episode: 41, v_vector: tensor([[1.0053, 1.0033, 1.0052, 1.0015, 1.0013]]) 
Episode: 42, v_vector: tensor([[1.0055, 1.0033, 1.0051, 1.0014, 1.0013]]) 
Episode: 43, v_vector: tensor([[1.0056, 1.0033, 1.0051, 1.0013, 1.0013]]) 
Episode: 44, v_vector: tensor([[1.0057, 1.0032, 1.0050, 1.0013, 1.0013]]) 
Episode: 45, v_vector: tensor([[1.0058, 1.0032, 1.0050, 1.0012, 1.0014]]) 
Episode: 46, v_vector: tensor([[1.0058, 1.0031, 1.0050, 1.0010, 1.0015]]) 
Episode: 47, v_vector: tensor([[1.0058, 1.0029, 1.0050, 1.0009, 1.0016]]) 
Episode: 48, v_vector: tensor([[1.0057, 1.0027, 1.0049, 1.0008, 1.0015]]) 
Episode: 49, v_vector: tensor([[1.0056, 1.0024, 1.0047, 1.0007, 1.0014]]) 
Episode: 50, v_vector: tensor([[1.0056, 1.0022, 1.0046, 1.0007, 1.0014]]) 
Episode: 51, v_vector: tensor([[1.0055, 1.0020, 1.0044, 1.0006, 1.0013]]) 
Episode: 52, v_vector: tensor([[1.0055, 1.0018, 1.0043, 1.0005, 1.0013]]) 
Episode: 53, v_vector: tensor([[1.0054, 1.0016, 1.0042, 1.0005, 1.0012]]) 
Episode: 54, v_vector: tensor([[1.0054, 1.0015, 1.0041, 1.0005, 1.0012]]) 
Episode: 55, v_vector: tensor([[1.0054, 1.0014, 1.0041, 1.0005, 1.0011]]) 
Episode: 56, v_vector: tensor([[1.0055, 1.0013, 1.0040, 1.0005, 1.0010]]) 
Episode: 57, v_vector: tensor([[1.0055, 1.0013, 1.0039, 1.0005, 1.0009]]) 
Episode: 58, v_vector: tensor([[1.0055, 1.0012, 1.0038, 1.0005, 1.0008]]) 
Episode: 59, v_vector: tensor([[1.0056, 1.0011, 1.0037, 1.0005, 1.0007]]) 
Episode: 60, v_vector: tensor([[1.0056, 1.0011, 1.0037, 1.0004, 1.0006]]) 
Episode: 61, v_vector: tensor([[1.0057, 1.0010, 1.0036, 1.0004, 1.0005]]) 
Episode: 62, v_vector: tensor([[1.0057, 1.0010, 1.0036, 1.0003, 1.0004]]) 
Episode: 63, v_vector: tensor([[1.0058, 1.0010, 1.0035, 1.0003, 1.0003]]) 
Episode: 64, v_vector: tensor([[1.0059, 1.0009, 1.0035, 1.0002, 1.0002]]) 
Episode: 65, v_vector: tensor([[1.0059, 1.0009, 1.0035, 1.0002, 1.0001]]) 
Episode: 66, v_vector: tensor([[1.0059, 1.0008, 1.0035, 1.0001, 1.0000]]) 
Episode: 67, v_vector: tensor([[1.0060, 1.0008, 1.0035, 1.0001, 0.9999]]) 
Episode: 68, v_vector: tensor([[1.0060, 1.0008, 1.0035, 1.0001, 0.9998]]) 
Episode: 69, v_vector: tensor([[1.0061, 1.0008, 1.0035, 1.0001, 0.9998]]) 
Episode: 70, v_vector: tensor([[1.0061, 1.0008, 1.0035, 1.0002, 0.9997]]) 
Episode: 71, v_vector: tensor([[1.0061, 1.0007, 1.0035, 1.0002, 0.9996]]) 
Episode: 72, v_vector: tensor([[1.0061, 1.0006, 1.0035, 1.0003, 0.9996]]) 
Episode: 73, v_vector: tensor([[1.0061, 1.0006, 1.0035, 1.0003, 0.9996]]) 
Episode: 74, v_vector: tensor([[1.0061, 1.0006, 1.0035, 1.0003, 0.9996]]) 
Episode: 75, v_vector: tensor([[1.0060, 1.0006, 1.0034, 1.0004, 0.9995]]) 
Episode: 76, v_vector: tensor([[1.0060, 1.0006, 1.0034, 1.0004, 0.9995]]) 
Episode: 77, v_vector: tensor([[1.0060, 1.0006, 1.0033, 1.0004, 0.9995]]) 
Episode: 78, v_vector: tensor([[1.0060, 1.0006, 1.0033, 1.0005, 0.9995]]) 
Episode: 79, v_vector: tensor([[1.0060, 1.0006, 1.0032, 1.0005, 0.9995]]) 
Episode: 80, v_vector: tensor([[1.0060, 1.0006, 1.0032, 1.0005, 0.9995]]) 
Episode: 81, v_vector: tensor([[1.0060, 1.0006, 1.0031, 1.0006, 0.9994]]) 
Episode: 82, v_vector: tensor([[1.0060, 1.0006, 1.0030, 1.0006, 0.9994]]) 
Episode: 83, v_vector: tensor([[1.0060, 1.0007, 1.0029, 1.0006, 0.9994]]) 
Episode: 84, v_vector: tensor([[1.0059, 1.0007, 1.0028, 1.0006, 0.9993]]) 
Episode: 85, v_vector: tensor([[1.0059, 1.0008, 1.0027, 1.0006, 0.9993]]) 
Episode: 86, v_vector: tensor([[1.0059, 1.0009, 1.0027, 1.0006, 0.9993]]) 
Episode: 87, v_vector: tensor([[1.0058, 1.0009, 1.0026, 1.0006, 0.9992]]) 
Episode: 88, v_vector: tensor([[1.0058, 1.0010, 1.0025, 1.0005, 0.9992]]) 
Episode: 89, v_vector: tensor([[1.0058, 1.0010, 1.0025, 1.0005, 0.9992]]) 
Episode: 90, v_vector: tensor([[1.0057, 1.0011, 1.0024, 1.0005, 0.9992]]) 
Episode: 91, v_vector: tensor([[1.0057, 1.0012, 1.0024, 1.0005, 0.9992]]) 
Episode: 92, v_vector: tensor([[1.0057, 1.0013, 1.0024, 1.0004, 0.9991]]) 
Episode: 93, v_vector: tensor([[1.0058, 1.0013, 1.0023, 1.0004, 0.9992]]) 
Episode: 94, v_vector: tensor([[1.0058, 1.0013, 1.0023, 1.0004, 0.9992]]) 
Episode: 95, v_vector: tensor([[1.0058, 1.0014, 1.0024, 1.0004, 0.9993]]) 
Episode: 96, v_vector: tensor([[1.0058, 1.0015, 1.0024, 1.0004, 0.9993]]) 
Episode: 97, v_vector: tensor([[1.0057, 1.0016, 1.0024, 1.0003, 0.9994]]) 
Episode: 98, v_vector: tensor([[1.0057, 1.0017, 1.0024, 1.0003, 0.9995]]) 
Episode: 99, v_vector: tensor([[1.0056, 1.0018, 1.0025, 1.0002, 0.9996]]) 
Episode: 100, v_vector: tensor([[1.0056, 1.0018, 1.0025, 1.0002, 0.9996]]) 
Episode: 101, v_vector: tensor([[1.0055, 1.0019, 1.0026, 1.0002, 0.9997]]) 
Episode: 102, v_vector: tensor([[1.0055, 1.0019, 1.0026, 1.0002, 0.9997]]) 
Episode: 103, v_vector: tensor([[1.0055, 1.0019, 1.0027, 1.0002, 0.9997]]) 
Episode: 104, v_vector: tensor([[1.0055, 1.0019, 1.0028, 1.0002, 0.9998]]) 
Episode: 105, v_vector: tensor([[1.0055, 1.0019, 1.0029, 1.0002, 0.9998]]) 
Episode: 106, v_vector: tensor([[1.0055, 1.0018, 1.0029, 1.0002, 0.9999]]) 
Episode: 107, v_vector: tensor([[1.0055, 1.0017, 1.0029, 1.0002, 0.9999]]) 
Episode: 108, v_vector: tensor([[1.0056, 1.0015, 1.0029, 1.0003, 1.0000]]) 
Episode: 109, v_vector: tensor([[1.0056, 1.0013, 1.0029, 1.0003, 1.0000]]) 
Episode: 110, v_vector: tensor([[1.0056, 1.0012, 1.0029, 1.0003, 1.0000]]) 
Episode: 111, v_vector: tensor([[1.0056, 1.0011, 1.0028, 1.0003, 1.0001]]) 
Episode: 112, v_vector: tensor([[1.0057, 1.0009, 1.0028, 1.0003, 1.0001]]) 
Episode: 113, v_vector: tensor([[1.0057, 1.0008, 1.0027, 1.0003, 1.0002]]) 
Episode: 114, v_vector: tensor([[1.0057, 1.0007, 1.0027, 1.0003, 1.0002]]) 
Episode: 115, v_vector: tensor([[1.0057, 1.0007, 1.0026, 1.0004, 1.0002]]) 
Episode: 116, v_vector: tensor([[1.0057, 1.0006, 1.0027, 1.0004, 1.0002]]) 
Episode: 117, v_vector: tensor([[1.0058, 1.0006, 1.0027, 1.0005, 1.0002]]) 
Episode: 118, v_vector: tensor([[1.0058, 1.0006, 1.0027, 1.0005, 1.0001]]) 
Episode: 119, v_vector: tensor([[1.0058, 1.0007, 1.0028, 1.0005, 1.0000]]) 
Episode: 120, v_vector: tensor([[1.0058, 1.0007, 1.0029, 1.0006, 1.0000]]) 
Episode: 121, v_vector: tensor([[1.0058, 1.0007, 1.0030, 1.0007, 1.0000]]) 
Episode: 122, v_vector: tensor([[1.0059, 1.0007, 1.0031, 1.0007, 1.0000]]) 
Episode: 123, v_vector: tensor([[1.0059, 1.0007, 1.0032, 1.0008, 1.0000]]) 
Episode: 124, v_vector: tensor([[1.0059, 1.0008, 1.0033, 1.0009, 1.0000]]) 
Episode: 125, v_vector: tensor([[1.0060, 1.0008, 1.0035, 1.0010, 1.0000]]) 
Episode: 126, v_vector: tensor([[1.0060, 1.0009, 1.0036, 1.0011, 1.0001]]) 
Episode: 127, v_vector: tensor([[1.0060, 1.0009, 1.0037, 1.0012, 1.0001]]) 
Episode: 128, v_vector: tensor([[1.0060, 1.0010, 1.0039, 1.0013, 1.0002]]) 
Episode: 129, v_vector: tensor([[1.0061, 1.0009, 1.0040, 1.0014, 1.0002]]) 
Episode: 130, v_vector: tensor([[1.0061, 1.0008, 1.0041, 1.0016, 1.0002]]) 
Episode: 131, v_vector: tensor([[1.0061, 1.0007, 1.0042, 1.0017, 1.0003]]) 
Episode: 132, v_vector: tensor([[1.0061, 1.0006, 1.0043, 1.0018, 1.0003]]) 
Episode: 133, v_vector: tensor([[1.0062, 1.0005, 1.0043, 1.0020, 1.0003]]) 
Episode: 134, v_vector: tensor([[1.0062, 1.0004, 1.0043, 1.0020, 1.0003]]) 
Episode: 135, v_vector: tensor([[1.0062, 1.0003, 1.0043, 1.0021, 1.0003]]) 
Episode: 136, v_vector: tensor([[1.0061, 1.0002, 1.0042, 1.0020, 1.0003]]) 
Episode: 137, v_vector: tensor([[1.0060, 1.0000, 1.0041, 1.0020, 1.0002]]) 
Episode: 138, v_vector: tensor([[1.0059, 0.9998, 1.0039, 1.0020, 1.0002]]) 
Episode: 139, v_vector: tensor([[1.0059, 0.9997, 1.0038, 1.0019, 1.0001]]) 
Episode: 140, v_vector: tensor([[1.0058, 0.9995, 1.0037, 1.0019, 1.0001]]) 
Episode: 141, v_vector: tensor([[1.0058, 0.9994, 1.0036, 1.0019, 1.0000]]) 
Episode: 142, v_vector: tensor([[1.0057, 0.9993, 1.0034, 1.0019, 1.0000]]) 
Episode: 143, v_vector: tensor([[1.0057, 0.9992, 1.0033, 1.0018, 0.9999]]) 
Episode: 144, v_vector: tensor([[1.0057, 0.9991, 1.0033, 1.0018, 0.9999]]) 
Episode: 145, v_vector: tensor([[1.0056, 0.9990, 1.0032, 1.0018, 0.9998]]) 
Episode: 146, v_vector: tensor([[1.0057, 0.9989, 1.0032, 1.0018, 0.9998]]) 
Episode: 147, v_vector: tensor([[1.0057, 0.9988, 1.0031, 1.0017, 0.9997]]) 
Episode: 148, v_vector: tensor([[1.0056, 0.9987, 1.0031, 1.0017, 0.9997]]) 
Episode: 149, v_vector: tensor([[1.0056, 0.9986, 1.0031, 1.0017, 0.9997]]) 
Episode: 150, v_vector: tensor([[1.0056, 0.9985, 1.0031, 1.0017, 0.9997]]) 
Episode: 151, v_vector: tensor([[1.0057, 0.9985, 1.0031, 1.0017, 0.9996]]) 
Episode: 152, v_vector: tensor([[1.0057, 0.9984, 1.0031, 1.0017, 0.9996]]) 
Episode: 153, v_vector: tensor([[1.0058, 0.9984, 1.0032, 1.0017, 0.9995]]) 
Episode: 154, v_vector: tensor([[1.0058, 0.9983, 1.0031, 1.0017, 0.9995]]) 
Episode: 155, v_vector: tensor([[1.0059, 0.9983, 1.0031, 1.0017, 0.9994]]) 
Episode: 156, v_vector: tensor([[1.0060, 0.9982, 1.0031, 1.0017, 0.9994]]) 
Episode: 157, v_vector: tensor([[1.0060, 0.9982, 1.0031, 1.0016, 0.9993]]) 
Episode: 158, v_vector: tensor([[1.0061, 0.9981, 1.0030, 1.0016, 0.9993]]) 
Episode: 159, v_vector: tensor([[1.0062, 0.9981, 1.0031, 1.0016, 0.9993]]) 
Episode: 160, v_vector: tensor([[1.0063, 0.9981, 1.0031, 1.0015, 0.9993]]) 
Episode: 161, v_vector: tensor([[1.0064, 0.9981, 1.0031, 1.0014, 0.9993]]) 
Episode: 162, v_vector: tensor([[1.0064, 0.9981, 1.0031, 1.0014, 0.9992]]) 
Episode: 163, v_vector: tensor([[1.0065, 0.9982, 1.0031, 1.0014, 0.9992]]) 
Episode: 164, v_vector: tensor([[1.0066, 0.9982, 1.0032, 1.0014, 0.9992]]) 
Episode: 165, v_vector: tensor([[1.0066, 0.9982, 1.0033, 1.0014, 0.9991]]) 
Episode: 166, v_vector: tensor([[1.0066, 0.9982, 1.0033, 1.0014, 0.9992]]) 
Episode: 167, v_vector: tensor([[1.0066, 0.9982, 1.0034, 1.0015, 0.9992]]) 
Episode: 168, v_vector: tensor([[1.0066, 0.9983, 1.0035, 1.0015, 0.9993]]) 
Episode: 169, v_vector: tensor([[1.0065, 0.9983, 1.0036, 1.0016, 0.9993]]) 
Episode: 170, v_vector: tensor([[1.0065, 0.9983, 1.0036, 1.0015, 0.9994]]) 
Episode: 171, v_vector: tensor([[1.0065, 0.9984, 1.0037, 1.0015, 0.9994]]) 
Episode: 172, v_vector: tensor([[1.0064, 0.9984, 1.0037, 1.0015, 0.9994]]) 
Episode: 173, v_vector: tensor([[1.0064, 0.9984, 1.0037, 1.0015, 0.9994]]) 
Episode: 174, v_vector: tensor([[1.0063, 0.9984, 1.0037, 1.0015, 0.9994]]) 
Episode: 175, v_vector: tensor([[1.0063, 0.9984, 1.0037, 1.0015, 0.9994]]) 
Episode: 176, v_vector: tensor([[1.0062, 0.9985, 1.0037, 1.0014, 0.9994]]) 
Episode: 177, v_vector: tensor([[1.0061, 0.9984, 1.0037, 1.0014, 0.9993]]) 
Episode: 178, v_vector: tensor([[1.0061, 0.9984, 1.0036, 1.0013, 0.9993]]) 
Episode: 179, v_vector: tensor([[1.0061, 0.9984, 1.0036, 1.0013, 0.9993]]) 
Episode: 180, v_vector: tensor([[1.0060, 0.9983, 1.0035, 1.0013, 0.9993]]) 
Episode: 181, v_vector: tensor([[1.0061, 0.9983, 1.0035, 1.0013, 0.9993]]) 
Episode: 182, v_vector: tensor([[1.0061, 0.9983, 1.0034, 1.0013, 0.9992]]) 
Episode: 183, v_vector: tensor([[1.0061, 0.9982, 1.0034, 1.0013, 0.9992]]) 
Episode: 184, v_vector: tensor([[1.0062, 0.9982, 1.0033, 1.0013, 0.9992]]) 
Episode: 185, v_vector: tensor([[1.0062, 0.9982, 1.0033, 1.0013, 0.9991]]) 
Episode: 186, v_vector: tensor([[1.0063, 0.9981, 1.0033, 1.0014, 0.9991]]) 
Episode: 187, v_vector: tensor([[1.0063, 0.9981, 1.0033, 1.0014, 0.9991]]) 
Episode: 188, v_vector: tensor([[1.0063, 0.9981, 1.0033, 1.0014, 0.9991]]) 
Episode: 189, v_vector: tensor([[1.0063, 0.9981, 1.0033, 1.0014, 0.9990]]) 
Episode: 190, v_vector: tensor([[1.0063, 0.9981, 1.0033, 1.0014, 0.9990]]) 
Episode: 191, v_vector: tensor([[1.0063, 0.9980, 1.0033, 1.0014, 0.9990]]) 
Episode: 192, v_vector: tensor([[1.0062, 0.9980, 1.0032, 1.0014, 0.9990]]) 
Episode: 193, v_vector: tensor([[1.0062, 0.9980, 1.0032, 1.0014, 0.9990]]) 
Episode: 194, v_vector: tensor([[1.0063, 0.9979, 1.0032, 1.0014, 0.9990]]) 
Episode: 195, v_vector: tensor([[1.0063, 0.9979, 1.0032, 1.0015, 0.9990]]) 
Episode: 196, v_vector: tensor([[1.0063, 0.9979, 1.0032, 1.0015, 0.9989]]) 
Episode: 197, v_vector: tensor([[1.0063, 0.9979, 1.0032, 1.0015, 0.9989]]) 
Episode: 198, v_vector: tensor([[1.0063, 0.9979, 1.0032, 1.0015, 0.9989]]) 
Episode: 199, v_vector: tensor([[1.0064, 0.9979, 1.0032, 1.0015, 0.9989]]) 
Episode: 200, v_vector: tensor([[1.0064, 0.9979, 1.0032, 1.0015, 0.9988]]) 
