Episode: 1, v_vector: tensor([[0.2000, 0.2000, 0.2000, 0.2000, 0.2000]], device='cuda:0') 
Episode: 190, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2258, 0.2031]], device='cuda:0') 
Episode: 191, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2259, 0.2031]], device='cuda:0') 
Episode: 192, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2259, 0.2031]], device='cuda:0') 
Episode: 193, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2260, 0.2031]], device='cuda:0') 
Episode: 194, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2261, 0.2031]], device='cuda:0') 
Episode: 195, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2261, 0.2031]], device='cuda:0') 
Episode: 196, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2262, 0.2031]], device='cuda:0') 
Episode: 197, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2262, 0.2031]], device='cuda:0') 
Episode: 198, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2263, 0.2031]], device='cuda:0') 
Episode: 199, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2263, 0.2031]], device='cuda:0') 
Episode: 200, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2264, 0.2031]], device='cuda:0') 
